id,place,lat,lon
1,"Rioja,Spain",42.3285528,-2.4674917
2,"Barolo,Italy",44.6108408,7.9428448
3,"Central+Coast,US",-33.3117096,151.3120675
4,"Piedmont,Italy",33.547545,-86.902243
5,"Lontue+Valley,Chile",-35.0549065,-71.2745634
6,"Monreale,Italy",38.0801239,13.2887208
7,"Macon-Aze,France",46.4321441,4.7602062
8,"Central+Coast,US",-33.3117096,151.3120675
9,"Burgundy,France",47.27808725,4.222486304
10,"Diano+d'Alba,Italy",44.6503104,8.0275084
11,"Napareuli,Georgia",41.9250208,45.4616866
12,"Strathbogie+Ranges,Australia",-37.8056262,145.3319978
13,"Central+Coast,US",-33.3117096,151.3120675
14,"Willamette+Valley,US",45.3442868,-122.6670374
15,"Saint-Peray,France",44.9454417,4.8430943
16,"Central+Coast,US",-33.3117096,151.3120675
17,"Walker+Bay,South+Africa",-34.5563889,19.3416667
18,"Sonoma,US",38.5110803,-122.8473388
19,"Sangiovese+di+Toscana,Italy",0,0
20,"Paardeberg,South+Africa",-28.9737214,25.0862166
21,"Coteaux+du+Lyonnais,France",45.6782926,4.6890095
22,"Egilias+Slopes,Greece",0,0
23,"Cotes+du+Roussillon+Villages+Caramany,France",0,0
24,"Valencia,Spain",39.4699014,-0.3759513
25,"South+Coast,US",32.7469891,-117.2516124
26,"Kumeu,New+Zealand",-36.7746685,174.5548889
27,"Santenay,France",46.9115071,4.6996302
28,"Central+Coast,US",-33.3117096,151.3120675
29,"Murray-Darling,Australia",-33.8888719,151.190283
30,"California+Other,US",39.3565832,-120.1821578
31,"Offida+Passerina,Italy",0,0
32,"Circeo,Italy",41.232602,13.0891737
33,"Lake+County,US",42.3327033,-87.9939552
34,"Mendocino/Lake+Counties,US",0,0
35,"Retsina,Greece",37.9517536,23.6477047
36,"Gutturnio+Colli+Piacentini,Italy",0,0
37,"Dolcetto+di+Diano+d'Alba,Italy",0,0
38,"Tumbarumba,Australia",-35.7764898,148.010062
39,"Pays+d'Oc,France",43.604764,1.4540399
40,"Muscat+of+Kefallonian,Greece",0,0
41,"South+Coast,US",32.7469891,-117.2516124
42,"Bardolino+Classico+Superiore,Italy",0,0
43,"Valdeorras,Spain",42.4161908,-6.983967
44,"Itata+Valley,Chile",-36.5576104,-72.6022911
45,"Vin+de+Liqueur,France",0,0
46,"McLaren+Vale-Adelaide+Hills,Australia",0,0
47,"Sannio,Italy",41.0693267,14.8524578
48,"Clear+Lake,US",44.7595585,-96.68264444
49,"Uruguay,Uruguay",-32.8755548,-56.0201525
50,"Boca,Italy",45.678969,8.408726
51,"Bramaterra,Italy",45.6312734,8.3012197
52,"Rose+de+Loire,France",47.1947627,2.3785761
53,"Lambrusco+Salamino+di+Santa+Croce,Italy",0,0
54,"Krk,Croatia",45.09019545,14.54966811
55,"Morellino+di+Scansano,Italy",42.71255365,11.2280516
56,"Napa,US",38.2971367,-122.2855293
57,"Coteaux+d'Aix-en-Provence,France",0,0
58,"Corbieres,France",48.421579,4.0481776
59,"Cuyo,Argentina",-38.6954269,-62.2812182
60,"Colli+di+Luni,Italy",0,0
61,"Mendocino/Lake+Counties,US",0,0
62,"San+Marino,Italy",45.8983636,11.6927814
63,"Haut-Poitou,France",44.7779286,-0.0573366
64,"Barbera+di+Piemonte,Italy",44.3641374,7.3660814
65,"Sancerre,France",47.3307251,2.8390333
66,"Valpolicella+Superiore+Ripasso,Italy",0,0
67,"Saint-Chinian,France",43.4215,2.94677
68,"Wellington,South+Africa",-33.643055,19.010556
69,"France+Other,France",0,0
70,"Lessona,Italy",45.5872701,8.1943371
71,"Central+Coast,US",-33.3117096,151.3120675
72,"Landwein+Rhein,Germany",0,0
73,"Waitaki+Valley,New+Zealand",-44.9129104,170.9916306
74,"North+Coast,US",-23.0053563,-43.3297952
75,"Colonia,Uruguay",-34.4698592,-57.8433679
76,"North+Coast,US",-23.0053563,-43.3297952
77,"Rapel+Valley,Chile",-33.9434247,-71.7380794
78,"Saint-Joseph,France",-21.3789306,55.6190645
79,"Luberon,France",43.83143,5.7752136
80,"Vin+Santo+di+Carmignano,Italy",0,0
81,"Erice,Italy",38.0374278,12.5869952
82,"North+Coast,US",-23.0053563,-43.3297952
83,"Custoza,Italy",45.376982,10.7962743
84,"Val+de+Loire,France",45.4399177,4.3878221
85,"Madeira,Portugal",32.75174875,-16.98175205
86,"Bonnezeaux,France",47.078553,-0.8367639
87,"North+Coast,US",-23.0053563,-43.3297952
88,"Torgiano,Italy",43.028542,12.44136
89,"Darling,South+Africa",-33.376426,18.379189
90,"Coteaux+de+Verdon,France",0,0
91,"Ilias,Greece",39.4591597,22.2130845
92,"Leverano,Italy",40.2894249,17.9994144
93,"Cafayate,Argentina",-26.071047,-65.9800655
94,"Vin+de+Pays+de+Vaucluse,France",0,0
95,"Negev+Hills,Israel",0,0
96,"Passito+di+Pantelleria,Italy",0,0
97,"Saint+Guilhem+le+Desert,France",43.734,3.54852
98,"Muscadet+Coteaux+de+la+Loire,France",0,0
99,"Lessini+Durello,Italy",0,0
100,"North+Coast,US",-23.0053563,-43.3297952
101,"Chignin-Bergeron,France",0,0
102,"Delia+Nivolelli,Italy",0,0
103,"McLaren+Vale-Beechworth,Australia",0,0
104,"Niederosterreich,Austria",48.2817813,15.7632457
105,"Toscana,Italy",43.4586541,11.1389204
106,"Costieres+de+Nimes,France",43.8170759,4.360587
107,"Catalonia,Spain",41.8523094,1.5745043
108,"Pennsylvania,US",40.9699889,-77.7278831
109,"Costa+Toscana,Italy",44.2091823,10.2612037
110,"Frascati+Superiore,Italy",0,0
111,"Vin+Mousseux,France",0,0
112,"Hautes+Cotes+de+Nuits,France",0,0
113,"Conero,Italy",43.5520619,13.6053591
114,"Curico+and+Leyda+Valleys,Chile",0,0
115,"Tarragona,Spain",41.1172364,1.2546057
116,"Brachetto+d'Acqui,Italy",0,0
117,"Amindeo,Greece",0,0
118,"Southern+Highlands,Australia",-34.4706676,150.4184048
119,"Macedon+Ranges,Australia",-37.2895759,144.458757
120,"Palmela,Portugal",38.6267848,-8.79263466
121,"Montagne-Saint-Emilion,France",44.9253754,-0.165846
122,"North+Coast,US",-23.0053563,-43.3297952
123,"Patagonia,Argentina",-44.99028505,-70.81737414
124,"Vin+de+Pays+Var,France",0,0
125,"Bourgueil,France",47.2827691,0.1788873
126,"Dolcetto+d'Asti,Italy",0,0
127,"Choapa+Valley,Chile",-31.7280122,-71.2080683
128,"Muzla,Slovakia",47.79697295,18.57719799
129,"Mount+Benson,Australia",-33.52941,120.07625
130,"Vin+de+Pays+de+Cotes+du+Tarn,France",0,0
131,"Colchagua+Valley,Chile",-34.548228,-71.4013194
132,"Napa,US",38.2971367,-122.2855293
133,"Pouilly-Loche,France",46.2784659,4.7688545
134,"Columbia+Valley,US",34.0007493,-81.0343313
135,"Goriska+Brda,Slovenia",45.9977226,13.5273596
136,"Cour-Cheverny,France",47.512759,1.4588243
137,"Vino+de+Calidad+de+Tierras+de+Leon,Spain",0,0
138,"Pafos,Cyprus",34.9169592,32.49821227
139,"Drama,Greece",41.1499443,24.1468286
140,"Muscadet+Sevre+et+Maine+Clisson,France",0,0
141,"Niagara-On-The-Lake,Canada",43.2551115,-79.0714896
142,"Apalta,Chile",-34.6239248,-71.2671251
143,"Vin+de+Pays+du+Lot,France",0,0
144,"Colli+del+Limbara,Italy",0,0
145,"Jurancon,France",43.2871825,-0.3896425
146,"Blaye+Cotes+de+Bordeaux,France",0,0
147,"Vacqueyras,France",44.1382621,4.9823958
148,"La+Rioja,Argentina",-29.4127411,-66.8558795
149,"Neszmely,Hungary",47.7357694,18.3654526
150,"Commandaria,Cyprus",0,0
151,"Yadkin+Valley,US",36.0223527,-81.4900963
152,"Atalanti+Valley,Greece",38.6740264,23.0941149
153,"Willamette+Valley,US",45.3442868,-122.6670374
154,"Mavrodaphne+of+Patras,Greece",0,0
155,"Northern+Cape,South+Africa",-29.573402,21.2051361
156,"California+Other,US",39.3565832,-120.1821578
157,"Lujan+de+Cuyo,Argentina",-33.1085238,-69.0129984
158,"Marche,Italy",43.3458388,13.1415872
159,"Champagne,France",48.0168,0.33179
160,"Central+Valley,US",38,-121.4
161,"Carmignano,Italy",45.1496279,11.6494087
162,"Murfatlar,Romania",44.170082,28.40117509
163,"Cotes+de+Duras,France",0,0
164,"Coteaux+du+Layon+Chaume,France",0,0
165,"Barossa+Valley-McLaren+Vale,Australia",0,0
166,"Langenlois,Austria",48.472601,15.676295
167,"Nasco+di+Cagliari,Italy",0,0
168,"Chambolle-Musigny,France",47.1864158,4.9533347
169,"Orcia,Italy",43.0200631,11.6087078
170,"Crozes-Hermitage,France",45.0907,4.84592
171,"Nelson,New+Zealand",-41.09940685,173.4288755
172,"Veneto,Italy",45.6476663,11.8665254
173,"Macon-Uchizy,France",46.5122378,4.8982181
174,"Szekszard,Hungary",46.3484884,18.701663
175,"Missouri,US",38.7604815,-92.5617875
176,"Primitivo+di+Manduria,Italy",0,0
177,"Valle+d'Aosta,Italy",45.730099,7.387426
178,"Langhorne+Creek-Limestone+Coast,Australia",0,0
179,"Canada,Canada",61.0666922,-107.9917071
180,"Corton+Perrieres,France",0,0
181,"Evia,Greece",38.046701,24.3251658
182,"Coteaux+du+Languedoc-Pezenas,France",0,0
183,"Vallee+du+Paradis,France",0,0
184,"Sovana,Italy",42.6570045,11.6465486
185,"Saint-Julien,France",43.70391165,5.913477504
186,"Galil,Israel",32.7930976,35.0148826
187,"Pangeon,Greece",0,0
188,"Fixin,France",47.2455008,4.9728452
189,"San+Clemente,Chile",-36.1906591,-71.7513657
190,"Nebbiolo+d'Alba,Italy",44.6945665,8.0141821
191,"Tokaji,Hungary",48.1658637,21.38138243
192,"Orvieto+Classico+Superiore,Italy",0,0
193,"Aglianico+del+Vulture,Italy",0,0
194,"Vin+de+Pays+de+Velvendo,Greece",0,0
195,"Kangaroo+Island,Australia",-32.623053,152.1950829
196,"Vin+de+Pays+des+Coteaux+de+Peyriac,France",0,0
197,"Danube+River+Plains,Bulgaria",0,0
198,"Vin+de+Pays+des+Cotes+de+Thongue,France",0,0
199,"Laudun,France",44.1056956,4.657231
200,"Chaume,France",47.569832,5.3511733
201,"Helderberg,South+Africa",-34.0494444,18.8344444
202,"Pouilly-Fume,France",0,0
203,"Barossa,Australia",-34.61341495,138.9385455
204,"Serra+Gaucha,Brazil",-29.354907,-50.1726428
205,"Dolcetto+di+Dogliani,Italy",0,0
206,"Noto,Italy",36.8908864,15.0706454
207,"Long+Island,US",36.6626521,-75.9346486
208,"Germany,Germany",51.0834196,10.4234469
209,"Sierra+Foothills,US",33.58458185,-111.8089768
210,"Clos+de+Tart,France",47.1956198,4.959588539
211,"Cyclades,Greece",36.4106263,25.4436646
212,"Colinele+Dobrogei,Romania",0,0
213,"Vin+de+Pays+des+Pyrenees+Orientales,France",0,0
214,"Western+Australia,Australia",-25.2303005,121.0187246
215,"Australia,Australia",-24.7761086,134.755
216,"Vin+de+Savoie,France",45.5002411,6.0608775
217,"Lamezia,Italy",38.9391666,16.2634823
218,"Southeastern+New+England,US",0,0
219,"Lebanon,Lebanon",33.8750629,35.843409
220,"Apremont,France",45.5132,5.95937
221,"Cilento,Italy",40.2195354,15.1771512
222,"Breedekloof,South+Africa",0,0
223,"South+Coast,US",32.7469891,-117.2516124
224,"California+Other,US",39.3565832,-120.1821578
225,"Liguria,Italy",44.4777617,8.7026296
226,"Attica,Greece",36.2131891,22.9858147
227,"Vin+de+Pays+du+Gard,France",0,0
228,"Menfi,Italy",37.606639,12.967843
229,"Vino+de+Calidad+de+Valtiendas,Spain",0,0
230,"Messinia,Greece",37.04379965,22.11336981
231,"Lazio,Italy",41.9808038,12.7662312
232,"Marca+Trevigiana,Italy",0,0
233,"Mantinia,Greece",36.9535613,22.1580433
234,"Samson,Israel",31.9254929,34.8702683
235,"Matra,Hungary",47.8857587,19.95071909
236,"Casorzo,Italy",45.0233901,8.3345031
237,"Stirling,New+Zealand",-46.2460264,169.7827317
238,"Big+Valley+District-Lake+County,US",0,0
239,"Martina,Italy",40.8290824,15.1676079
240,"Central+Coast,US",-33.3117096,151.3120675
241,"Rubicone,Italy",44.0933443,12.3960576
242,"Guerrouane,Morocco",0,0
243,"Hawke's+Bay,New+Zealand",-39.4343279,176.7652742
244,"Pemberton,Australia",-34.4441275,116.0346584
245,"Redwood+Valley,US",39.2654449,-123.2044496
246,"Macon-Davaye,France",46.2989681,4.7653692
247,"Alenquer,Portugal",39.056633,-9.0076057
248,"Irancy,France",47.7132623,3.6653566
249,"Langhorne+Creek,Australia",-35.295938,139.0364451
250,"Sonoma,US",38.5110803,-122.8473388
251,"Cotes+de+Castillon,France",0,0
252,"Valle+de+Guadalupe+and+Santo+Tomas,Mexico",0,0
253,"Central+Coast,US",-33.3117096,151.3120675
254,"Beaujolais,France",45.5906506,5.9179924
255,"Clos+Saint-Denis,France",47.1671118,4.9531946
256,"Vale+dos+Vinhedos,Brazil",-29.18157965,-51.5832778
257,"Jidvei,Romania",46.2224475,24.1106119
258,"Central+Valley,Chile",-18.3602663,-69.9587813
259,"Oregon+Other,US",45.5625404,-122.6665296
260,"Loire+Valley,France",45.75385355,4.045473683
261,"Squinzano,Italy",40.436528,18.04182
262,"Cotes+de+Provence,France",43.4366788,6.654233407
263,"Rheinhessen,Germany",49.9045181,8.2711082
264,"Sierra+Foothills,US",33.58458185,-111.8089768
265,"Delle+Venezie,Italy",45.34851865,11.95717971
266,"Verdicchio+dei+Castelli+di+Jesi+Classico,Italy",0,0
267,"San+Rafael,Argentina",-34.6126025,-68.330514
268,"Coste+della+Sesia,Italy",0,0
269,"Dolcetto+d'Acqui,Italy",0,0
270,"Vin+de+Pays+des+Cotes+de+Thau,France",0,0
271,"Coteaux+du+Languedoc+Pic+Saint+Loup,France",0,0
272,"North+Coast,US",-23.0053563,-43.3297952
273,"Mazoyeres-Chambertin,France",47.2069405,4.967493302
274,"Griotte-Chambertin,France",47.21420335,4.96863546
275,"Almansa,Spain",38.8682065,-1.0978627
276,"Valpolicella,Italy",45.5296706,10.9400217
277,"Saint-Georges-Saint-Emilion,France",0,0
278,"Outer+Coastal+Plain,US",28.4010173,-82.5469092
279,"Central+Coast,US",-33.3117096,151.3120675
280,"Rio+Claro,Chile",-37.2046363,-72.3576015
281,"Sonoma,US",38.5110803,-122.8473388
282,"Colline+Teatine,Italy",0,0
283,"Central+Coast,US",-33.3117096,151.3120675
284,"North+Coast,US",-23.0053563,-43.3297952
285,"Adelaide+Hills,Australia",-34.90135165,138.8293203
286,"Baden,Germany",52.9996895,9.0801053
287,"Terre+del+Volturno,Italy",0,0
288,"Central+Coast,US",-33.3117096,151.3120675
289,"Piccadilly+Valley,Australia",-34.9822479,138.7262528
290,"Blanquette+de+Limoux,France",42.966765,2.1817641
291,"California+Other,US",39.3565832,-120.1821578
292,"Clos+de+Lambrays,France",47.19806455,4.95900208
293,"Castelli+Romani,Italy",44.87241305,7.307367082
294,"Devon+Valley,South+Africa",-26.3572222,28.7816667
295,"Priorat,Spain",41.2137983,0.811623628
296,"Willamette+Valley,US",45.3442868,-122.6670374
297,"Sierra+Foothills,US",33.58458185,-111.8089768
298,"Verdicchio+di+Matelica,Italy",43.2185295,12.9872027
299,"Umbria,Italy",42.965916,12.490236
300,"Prosecco+di+Valdobbiadene,Italy",45.8734603,12.0275133
301,"Curtefranca,Italy",0,0
302,"Curico+and+Maipo+Valleys,Chile",0,0
303,"Valpolicella+Ripasso,Italy",0,0
304,"Vino+de+la+Tierra+de+Cadiz,Spain",0,0
305,"Cote+de+Brouilly,France",46.0893824,4.6470174
306,"Cesanese+del+Piglio,Italy",0,0
307,"Vino+de+la+Tierra+del+Bajo+Aragon,Spain",0,0
308,"St.-Veran,France",44.6993395,6.8687131
309,"Vin+de+Pays+des+Collines+Rhodaniennes,France",0,0
310,"Niagara+Escarpment,Canada",43.6365799,-79.9940653
311,"Sardon+de+Duero,Spain",41.6085193,-4.4339323
312,"Romania,Romania",45.9852129,24.6859225
313,"North+Coast,US",-23.0053563,-43.3297952
314,"Canterbury,New+Zealand",-43.49417615,171.8098448
315,"Tierra+de+Castilla,Spain",41.9533522,-3.4780483
316,"Alto+Valle+de+Uco,Argentina",0,0
317,"Mavrodaphne+de+Cephalonie,Greece",0,0
318,"Eloro,Italy",36.84229325,15.10697746
319,"Finger+Lakes,US",39.6214952,-84.198677
320,"Nuits-St.-Georges,France",47.134979,4.9540989
321,"Moldova,Moldova",47.286747,28.5110236
322,"Pocerina,Serbia",0,0
323,"Lot,France",44.6249918,1.665774217
324,"Transmontanas,Portugal",0,0
325,"Murfatlar+Cernavoda,Romania",0,0
326,"Toro,Spain",41.5216963,-5.3939824
327,"Napa,US",38.2971367,-122.2855293
328,"Vino+de+Mesa,Spain",0,0
329,"Bonnes-Mares,France",48.6264989,1.8579936
330,"Western+Connecticut+Highlands,US",41.5876342,-72.70696778
331,"Felso-Magyarorszag,Hungary",48.0733468,20.651781
332,"Sonoma,US",38.5110803,-122.8473388
333,"Maule+Valley,Chile",-35.5972284,-71.48868
334,"Martinborough,New+Zealand",-41.2183252,175.4594856
335,"Cannonau+di+Sardegna,Italy",0,0
336,"Kathikas,Cyprus",34.9125401,32.4257815
337,"Sudburgenland,Austria",47.3043825,16.19313411
338,"Castel+del+Monte,Italy",41.08474385,16.27094119
339,"Calchaqui+Valley,Argentina",-47.1110925,-68.29781504
340,"Central+Coast,US",-33.3117096,151.3120675
341,"Coteaux+Varois,France",0,0
342,"El+Colorado,Uruguay",-34.6822337,-56.2911865
343,"Banyuls,France",42.4794084,3.1275893
344,"Tierra+Manchuela,Spain",0,0
345,"Vin+de+Pays+de+la+Mediterranee,France",0,0
346,"Donnici,Italy",39.247472,16.3045561
347,"Puglia,Italy",40.9842539,16.6210027
348,"Port,Portugal",37.0174596,-7.973911066
349,"La+Consulta,Argentina",-33.7366936,-69.1185092
350,"Corbieres-Boutenac,France",43.1486332,2.7942614
351,"Central+Coast,US",-33.3117096,151.3120675
352,"Coteaux+du+Giennois,France",47.6831795,2.6534443
353,"Ile+de+Beaute,France",48.1718972,2.2561863
354,"Cote+Roannaise,France",46.07327765,3.915921937
355,"North+Dalmatia,Croatia",44.1128312,15.2264693
356,"Lambrusco+di+Modena,Italy",44.753007,11.009671
357,"Michigan,US",43.6211955,-84.6824346
358,"Beni+M'Tir,Morocco",33.8254023,-6.0807404
359,"Amarone+della+Valpolicella+Classico,Italy",0,0
360,"Western+Cape,South+Africa",-33.546977,20.72753
361,"Savigny-les-Beaune,France",47.0628612,4.8185532
362,"Washington+Other,US",37.751428,-87.139672
363,"Gevrey-Chambertin,France",47.2261857,4.9705666
364,"Campania,Italy",40.860672,14.843984
365,"Venezia+Giulia,Italy",44.4783698,11.3818595
366,"Amarone+della+Valpolicella,Italy",0,0
367,"Faugeres,France",43.5647,3.19044
368,"Garda+Classico,Italy",0,0
369,"Sierra+Foothills,US",33.58458185,-111.8089768
370,"Barbera+d'Asti,Italy",0,0
371,"San+Carlos,Argentina",-46.4321345,-67.94937405
372,"Friuli+Isonzo,Italy",45.9160611,13.458748
373,"Corton-Bressandes,France",47.0731697,4.868231646
374,"Extremadura,Spain",39.1748426,-6.1529891
375,"Guenoc+Valley,US",38.792,-122.570971
376,"Siracusa,Italy",37.0646139,15.2907196
377,"Salento,Italy",40.248604,15.190058
378,"Colli+Orientali+del+Friuli,Italy",0,0
379,"Corinth,Greece",37.9386936,22.9280447
380,"Arribes+del+Duero,Spain",41.44974,2.210299
381,"Australia-New+Zealand,Australia",0,0
382,"Margaret+River,Australia",-33.9531776,115.0769369
383,"Elgin,South+Africa",-34.1486111,19.0427778
384,"Veneto,Italy",45.6476663,11.8665254
385,"Rose+d'Anjou,France",47.4920035,-0.5021085
386,"Colli+Etruria+Centrale,Italy",0,0
387,"Juanico,Uruguay",-34.5951621,-56.2537148
388,"Central+Coast,US",-33.3117096,151.3120675
389,"Sliven,Bulgaria",42.6817633,26.3153528
390,"Mamertino,Italy",38.0315592,14.7725171
391,"Coteaux+du+Tricastin,France",0,0
392,"Chassagne-Montrachet,France",46.93636,4.72736
393,"Bourgogne,France",49.35551035,4.06814172
394,"Dolcetto+di+Monferrato,Italy",0,0
395,"Rapsani,Greece",39.9020296,22.54849
396,"Moutere,New+Zealand",-41.1515967,172.9961297
397,"Cheverny,France",47.4996989,1.4611064
398,"Saint-Chinian-Roquebrun,France",0,0
399,"Pfalz,Germany",51.90263795,10.42476853
400,"Penedes,Spain",41.2889874,1.5911757
401,"Prosecco,Italy",45.7083528,13.733628
402,"Auxey-Duresses,France",46.9862244,4.7467921
403,"Vi+de+la+Terra+Mallorca,Spain",0,0
404,"Colli+Tortonesi,Italy",0,0
405,"Bulgaria,Bulgaria",42.6073975,25.4856617
406,"Lenswood,Australia",-34.920215,138.8284007
407,"California+Other,US",39.3565832,-120.1821578
408,"Biferno+Bianco,Italy",0,0
409,"Jumilla,Spain",38.4734708,-1.3285448
410,"Vouvray,France",47.4136687,0.7998446
411,"Bordeaux+Rose,France",44.841225,-0.5800364
412,"Pitsilia+Mountains,Cyprus",0,0
413,"Central+Coast,US",-33.3117096,151.3120675
414,"Croatia,Croatia",45.5643442,17.0118954
415,"Reuilly,France",48.83520025,2.445135855
416,"Simonsberg-Stellenbosch,South+Africa",-33.883948,18.9271246
417,"Var,France",43.4173595,6.266128785
418,"North+Coast,US",-23.0053563,-43.3297952
419,"Gers,France",43.6955276,0.410101918
420,"Ohio+River+Valley,US",38.7877904,-84.8101254
421,"Pedernal+Valley,Argentina",-31.9961261,-68.7644217
422,"Tarantino,Italy",40.8498824,14.2294206
423,"Bardolino+Chiaretto,Italy",0,0
424,"Meursault,France",46.9783803,4.7694038
425,"Central+Italy,Italy",42.611735,-77.2919246
426,"Alpilles,France",47.75305525,7.385015
427,"Cotes+du+Roussillon+Les+Aspres,France",0,0
428,"Macon-Verge,France",0,0
429,"Cotes+de+Bordeaux+Francs,France",0,0
430,"Aconcagua+Costa,Chile",0,0
431,"Neuquen,Argentina",-38.3695057,-69.832275
432,"Kutjevo,Croatia",45.423994,17.882287
433,"Vino+da+Mesa+de+Toledo,Spain",0,0
434,"Dao,Portugal",40.6325442,-8.659164151
435,"Neusiedlersee,Austria",47.8030761,16.64696197
436,"Bardolino,Italy",45.5475595,10.7242145
437,"Limoux,France",43.0538068,2.2176533
438,"Central+Valley,US",38,-121.4
439,"China,China",35.000074,104.999927
440,"Styria,Austria",47.2500001,15.1666665
441,"Mazis-Chambertin,France",47.2201931,4.966842121
442,"Malvasia+delle+Lipari,Italy",0,0
443,"Ella+Valley,Israel",32.6900085,35.4159734
444,"Central+Valley,US",38,-121.4
445,"Philadelphia,South+Africa",-33.666635,18.580989
446,"Breede+River+Valley,South+Africa",-33.7641013,19.5959321
447,"Aude,France",43.0542733,2.512471457
448,"Uco+Valley,Argentina",-34.5788471,-58.4353082
449,"Peumo,Chile",-34.3898607,-71.1718297
450,"Bizkaiko+Txakolina,Spain",43.2811054,-2.1793064
451,"Central+Coast,US",-33.3117096,151.3120675
452,"Cotes+du+Roussillon+Villages+Tautavel,France",0,0
453,"Cole+Ranch,US",32.020114,-102.713209
454,"Muscadet,France",46.7703522,-0.4318968
455,"Barossa-Adelaide+Hills,Australia",-35.003996,138.7164521
456,"Riviera+Ligure+di+Ponente,Italy",44.4270691,8.7868476
